Team,Conference,Year,Target,Win %,Off.Rank,Def.Rank,Avg.Turnover.Margin.per.Game,Points.Per.Game,Avg.Points.per.Game.Allowed,Rush.Yards.Per.Game.Allowed,Rushing.Yards.per.Game,Pass.Yards.Per.Game.Allowed,Pass.Yards.Per.Game,Off.Yards.Play,Yards.Play.Allowed,X3rd.Percent,Opponent.3rd.Percent,Redzone.Points,Redzone.Points.Allowed
Oregon St.,Pac-12,2018,0,0.16666666666666666,66,128,-0.83,26.1,45.7,281.8,155.6,254.9,249.2,5.31,7.42,0.364,0.5,0.787,0.885
Penn St.,Big Ten,2018,0,0.6923076923076923,45,34,-0.08,33.8,20.5,169.0,204.9,181.5,218.1,6.11,4.72,0.371,0.336,0.897,0.75
Pittsburgh,ACC,2018,0,0.5,97,59,0.14,25.6,27.8,178.3,227.9,209.3,141.8,5.84,5.84,0.366,0.4,0.821,0.808
Purdue,Big Ten,2018,0,0.46153846153846156,29,113,-0.38,30.5,30.0,167.9,136.4,284.7,307.5,6.35,5.99,0.387,0.364,0.918,0.804
Rice,C-USA,2018,0,0.15384615384615385,124,103,-0.31,18.9,36.0,166.0,143.6,280.1,174.8,4.82,6.89,0.287,0.42,0.844,0.889
Rutgers,Big Ten,2018,0,0.08333333333333333,127,69,-1.17,13.5,31.4,214.8,134.1,186.7,132.2,4.14,5.7,0.324,0.486,0.741,0.814
San Diego St.,MWC,2018,0,0.5384615384615384,111,21,-0.23,20.6,22.2,103.8,161.7,230.8,187.2,5.46,5.09,0.35,0.415,0.806,0.895
San Jose St.,MWC,2018,0,0.08333333333333333,122,125,0.08,21.3,36.6,211.2,61.5,283.9,262.2,4.82,6.22,0.328,0.411,0.784,0.825
SMU,AAC,2018,0,0.4166666666666667,80,91,0.58,30.4,35.3,196.9,115.5,232.9,271.7,5.35,5.54,0.33,0.477,0.83,0.851
South Alabama,Sun Belt,2018,0,0.25,105,107,-0.33,24.2,38.8,203.0,152.0,245.7,203.3,5.26,6.7,0.35,0.374,0.846,0.927
South Carolina,SEC,2018,0,0.5384615384615384,43,84,-0.38,30.1,27.2,195.3,152.8,229.0,272.8,6.24,5.57,0.423,0.39,0.768,0.823
South Fla.,AAC,2018,0,0.5384615384615384,33,104,-0.08,28.5,32.0,247.5,194.0,199.1,243.7,6.0,5.84,0.374,0.414,0.867,0.827
Southern California,Pac-12,2018,0,0.4166666666666667,83,60,-0.83,26.1,27.0,164.8,133.5,223.3,249.1,5.78,5.36,0.371,0.399,0.8,0.818
Southern Miss.,C-USA,2018,0,0.5454545454545454,99,3,-0.09,26.2,19.8,102.7,112.6,175.6,255.0,5.13,4.56,0.359,0.344,0.857,0.742
Stanford,Pac-12,2018,0,0.6923076923076923,85,78,0.23,28.4,22.9,146.1,107.9,264.0,273.1,6.13,5.66,0.394,0.377,0.891,0.796
Syracuse,ACC,2018,1,0.7692307692307693,19,87,1.0,40.2,27.0,162.5,200.1,264.1,264.7,5.68,5.83,0.398,0.286,0.893,0.765
TCU,Big 12,2018,0,0.5384615384615384,98,24,-0.38,23.5,23.1,138.6,156.6,199.6,211.5,5.29,4.85,0.368,0.315,0.765,0.789
Temple,AAC,2018,0,0.6153846153846154,60,47,0.46,34.9,27.1,185.2,155.9,187.4,253.6,5.68,4.67,0.389,0.421,0.804,0.816
Tennessee,SEC,2018,0,0.4166666666666667,121,49,-0.08,22.8,27.9,154.5,129.1,222.9,196.4,5.46,5.67,0.382,0.39,0.882,0.911
Texas,Big 12,2018,0,0.7142857142857143,57,67,0.64,31.1,25.9,131.4,153.1,261.4,258.2,5.51,5.6,0.464,0.443,0.82,0.765
Texas A&M,SEC,2018,0,0.6923076923076923,15,32,-0.54,36.0,25.3,95.2,219.0,253.2,252.6,6.26,5.77,0.412,0.302,0.851,0.757
Texas St.,Sun Belt,2018,0,0.25,120,53,-0.42,19.8,27.7,182.3,148.1,201.6,182.2,5.09,5.3,0.319,0.39,0.758,0.844
Texas Tech,Big 12,2018,0,0.4166666666666667,12,108,-0.33,37.3,31.1,160.6,132.6,288.3,352.6,5.99,5.95,0.473,0.377,0.879,0.783
Toledo,MAC,2018,0,0.5384615384615384,30,93,0.23,40.4,30.5,177.2,215.9,255.1,227.9,6.22,5.84,0.369,0.344,0.787,0.872
Troy,Sun Belt,2018,1,0.7692307692307693,79,31,0.77,30.7,22.0,128.7,174.1,219.2,215.3,5.91,5.05,0.381,0.387,0.826,0.773
Tulane,AAC,2018,0,0.5384615384615384,69,75,-0.08,26.8,27.5,147.3,218.2,259.5,182.9,5.77,5.56,0.354,0.337,0.909,0.778
Tulsa,AAC,2018,0,0.25,90,76,-0.33,24.1,29.6,233.1,200.5,174.6,177.1,5.04,5.63,0.43,0.458,0.788,0.811
UAB,C-USA,2018,1,0.7857142857142857,64,9,0.0,29.9,17.0,118.1,201.3,181.1,204.4,5.9,4.79,0.447,0.26,0.825,0.829
UCF,AAC,2018,1,0.9230769230769231,5,95,1.08,43.2,22.7,222.3,265.2,211.4,257.5,6.89,5.47,0.503,0.419,0.898,0.75
UCLA,Pac-12,2018,0,0.25,74,102,0.08,24.6,34.1,199.4,154.8,245.5,237.8,5.52,5.99,0.377,0.48,0.811,0.895
UConn,AAC,2018,0,0.08333333333333333,88,129,-1.42,22.2,50.4,335.0,199.5,282.4,178.9,5.34,8.81,0.424,0.5,0.743,0.925
UNLV,MWC,2018,0,0.3333333333333333,77,115,0.08,28.8,37.3,186.6,224.3,267.6,166.8,5.26,6.47,0.374,0.411,0.878,0.877
Utah,Pac-12,2018,0,0.6428571428571429,71,14,-0.36,28.1,19.4,100.3,180.0,215.3,215.8,5.71,4.62,0.377,0.333,0.898,0.675
Utah St.,MWC,2018,1,0.8461538461538461,11,51,1.08,47.5,22.2,143.0,203.2,236.5,294.2,6.84,5.0,0.473,0.33,0.869,0.854
UTEP,C-USA,2018,0,0.08333333333333333,125,68,-1.42,17.7,32.8,195.8,123.7,198.9,184.0,4.92,5.94,0.354,0.369,0.781,0.843
UTSA,C-USA,2018,0,0.25,129,96,0.08,14.2,31.2,160.3,87.3,275.3,159.8,3.91,6.41,0.326,0.404,0.808,0.913
Vanderbilt,SEC,2018,0,0.46153846153846156,58,99,0.62,28.5,26.6,194.7,167.5,244.2,243.7,6.29,6.14,0.368,0.456,0.76,0.815
Virginia,ACC,2018,0,0.6153846153846154,81,20,0.15,28.5,20.1,147.5,173.2,183.0,211.6,5.84,5.27,0.491,0.403,0.741,0.848
Virginia Tech,ACC,2018,0,0.46153846153846156,39,98,0.23,29.8,31.0,210.3,174.3,228.4,253.8,5.87,6.39,0.373,0.388,0.905,0.788
Wake Forest,ACC,2018,0,0.5384615384615384,28,116,-0.23,32.8,33.3,192.5,213.7,266.1,236.1,5.48,5.87,0.419,0.422,0.852,0.925
Washington,Pac-12,2018,0,0.7142857142857143,54,12,0.21,26.4,16.4,116.1,176.3,190.1,238.4,5.99,4.67,0.454,0.379,0.79,0.821
Washington St.,Pac-12,2018,1,0.8461538461538461,27,42,0.62,37.5,23.3,141.5,77.7,218.1,373.8,6.13,5.58,0.434,0.36,0.875,0.875
West Virginia,Big 12,2018,0,0.6666666666666666,8,74,0.58,40.3,27.2,147.7,160.9,258.7,351.3,7.07,5.81,0.436,0.361,0.811,0.867
Western Ky.,C-USA,2018,0,0.25,101,82,0.17,21.1,27.8,172.8,136.8,248.8,226.8,5.02,5.87,0.389,0.372,0.762,0.816
Western Mich.,MAC,2018,0,0.5384615384615384,35,57,0.08,32.0,34.5,165.8,199.5,220.8,237.4,5.9,6.18,0.365,0.348,0.818,0.909
Wisconsin,Big Ten,2018,0,0.6153846153846154,36,29,0.08,29.7,22.6,155.1,273.4,189.1,157.7,6.4,5.5,0.413,0.376,0.868,0.841
Wyoming,MWC,2018,0,0.5,118,19,0.33,20.7,22.0,129.5,199.4,196.7,131.3,5.15,4.78,0.368,0.392,0.815,0.861
Air Force,Mountain West,2019,1,0.8461538461538461,51,17,-0.15,34.1,19.8,100.5,298.5,219.1,123.2,6.22,5.53,0.535,0.405,0.889,0.721
Akron,MAC,2019,0,0.0,130,83,-1.25,10.5,36.3,213.5,47.6,200.4,195.6,4.02,5.7,0.264,0.53,0.692,0.845
Alabama,SEC,2019,1,0.8461538461538461,6,20,1.38,47.2,18.6,137.2,168.5,187.2,342.2,7.89,4.81,0.523,0.357,0.839,0.844
Appalachian St.,Sun Belt,2019,1,0.9285714285714286,39,26,1.07,38.8,20.0,129.4,231.4,206.7,201.7,6.26,5.01,0.445,0.307,0.917,0.844
Arizona,Pac-12,2019,0,0.3333333333333333,30,120,-0.25,26.9,35.8,181.6,174.0,289.8,266.1,6.05,6.36,0.441,0.47,0.857,0.906
Arizona St.,Pac-12,2019,0,0.6153846153846154,94,67,1.08,24.8,22.4,125.1,123.2,268.2,248.8,5.74,5.51,0.385,0.411,0.911,0.795
Arkansas,SEC,2019,0,0.16666666666666666,111,110,-0.42,21.4,36.8,221.5,147.2,229.2,192.9,5.21,6.54,0.333,0.455,0.75,0.872
Arkansas St.,Sun Belt,2019,0,0.6153846153846154,33,124,-0.23,33.7,34.2,215.5,127.2,262.8,312.1,6.17,6.11,0.404,0.379,0.889,0.77
Army West Point,FBS Independent,2019,0,0.38461538461538464,89,30,-0.08,28.5,23.0,163.4,297.2,178.9,82.0,5.67,5.64,0.452,0.448,0.846,0.868
Auburn,SEC,2019,0,0.6923076923076923,64,28,0.46,33.2,19.5,123.2,199.1,213.8,207.5,5.58,4.84,0.405,0.299,0.904,0.718
Ball St.,MAC,2019,0,0.4166666666666667,16,91,0.67,34.8,31.4,179.6,219.4,245.1,243.6,6.11,5.82,0.413,0.411,0.837,0.882
Baylor,Big 12,2019,1,0.7857142857142857,52,39,0.79,33.6,19.8,142.9,166.4,217.6,255.1,6.22,4.89,0.417,0.388,0.898,0.84
Boise St.,Mountain West,2019,1,0.8571428571428571,48,33,0.0,34.7,21.9,112.7,167.3,233.6,261.7,6.05,5.22,0.477,0.389,0.877,0.814
Boston College,ACC,2019,0,0.46153846153846156,47,125,0.38,29.0,32.2,193.2,253.2,285.5,176.0,5.79,6.33,0.43,0.464,0.813,0.906
Bowling Green,MAC,2019,0,0.25,120,117,-0.5,16.0,38.6,242.8,161.8,224.3,157.3,4.56,7.03,0.332,0.442,0.694,0.843
Buffalo,MAC,2019,0,0.6153846153846154,82,7,0.62,31.5,21.3,94.2,250.5,197.8,138.1,5.39,4.87,0.448,0.337,0.909,0.683
BYU,FBS Independent,2019,0,0.5384615384615384,28,68,0.08,28.5,25.5,167.5,159.1,226.0,284.7,6.18,5.6,0.425,0.404,0.733,0.8
California,Pac-12,2019,0,0.6153846153846154,117,65,0.23,21.2,21.9,126.3,131.5,264.2,197.0,5.08,5.37,0.376,0.405,0.857,0.84
Central Mich.,MAC,2019,0,0.5714285714285714,37,41,-0.79,30.4,28.3,122.8,181.4,240.2,252.2,6.08,5.42,0.405,0.337,0.814,0.92
Charlotte,C-USA,2019,0,0.5384615384615384,56,59,-0.31,29.8,32.4,191.9,203.0,189.0,211.5,6.35,6.01,0.413,0.417,0.884,0.808
Cincinnati,AAC,2019,1,0.7857142857142857,80,40,0.43,29.6,20.6,138.6,208.0,222.8,182.3,5.5,5.13,0.434,0.382,0.831,0.725
Clemson,ACC,2019,1,0.9333333333333333,5,6,1.0,43.9,13.5,116.1,240.4,172.3,288.3,7.38,4.46,0.442,0.309,0.881,0.758
Coastal Carolina,Sun Belt,2019,0,0.4166666666666667,74,62,0.0,30.3,30.5,160.1,195.5,223.5,198.3,5.53,6.05,0.407,0.466,0.796,0.857
Colorado,Pac-12,2019,0,0.4166666666666667,83,104,0.25,23.5,31.8,153.6,150.3,288.3,238.2,5.5,6.51,0.413,0.474,0.791,0.837
Colorado St.,Mountain West,2019,0,0.3333333333333333,34,52,-0.92,28.1,31.2,195.8,132.2,181.6,305.3,6.24,5.58,0.396,0.357,0.761,0.884
Duke,ACC,2019,0,0.4166666666666667,114,56,-0.92,25.3,29.2,180.6,150.3,199.0,179.3,4.53,5.35,0.332,0.372,0.906,0.844
East Carolina,AAC,2019,0,0.3333333333333333,46,119,0.08,26.8,33.7,207.8,141.3,261.6,288.8,5.74,6.52,0.393,0.424,0.827,0.872
Eastern Mich.,MAC,2019,0,0.46153846153846156,67,94,0.31,29.2,30.6,194.2,122.3,236.2,283.2,5.97,6.07,0.399,0.448,0.776,0.851
FIU,C-USA,2019,0,0.46153846153846156,91,69,0.23,26.5,27.2,198.6,165.2,195.0,211.8,5.59,5.7,0.38,0.393,0.764,0.9
Fla. Atlantic,C-USA,2019,1,0.7857142857142857,23,50,1.5,36.4,22.7,135.5,166.0,238.7,282.6,5.96,5.35,0.403,0.313,0.912,0.75
Florida,SEC,2019,1,0.8461538461538461,45,9,0.38,33.2,15.5,102.8,129.8,202.1,300.8,6.47,4.9,0.411,0.364,0.852,0.657
Florida St.,ACC,2019,0,0.46153846153846156,60,90,-0.23,27.9,27.8,147.5,140.7,276.7,267.6,5.84,5.31,0.356,0.404,0.825,0.859
Fresno St.,Mountain West,2019,0,0.3333333333333333,85,88,0.33,30.0,30.1,160.6,159.3,259.2,226.8,6.04,5.73,0.377,0.421,0.778,0.804
Ga. Southern,Sun Belt,2019,0,0.5384615384615384,118,55,0.62,28.2,28.2,136.3,253.2,242.8,74.5,5.19,5.66,0.307,0.337,0.857,0.891
Georgia,SEC,2019,1,0.8571428571428571,61,3,0.21,30.8,12.6,74.6,185.1,201.1,223.0,6.08,4.29,0.412,0.316,0.946,0.731
Georgia St.,Sun Belt,2019,0,0.5384615384615384,31,112,0.08,31.2,36.2,217.6,241.6,237.9,198.2,5.83,6.68,0.456,0.453,0.821,0.891
Georgia Tech,ACC,2019,0,0.25,127,89,-0.33,16.7,32.4,215.3,152.4,207.7,133.9,4.79,5.83,0.301,0.452,0.593,0.774
Hawaii,Mountain West,2019,0,0.6666666666666666,13,96,-0.73,33.9,31.9,202.8,133.9,228.5,337.1,6.69,6.29,0.473,0.412,0.831,0.852
Houston,AAC,2019,0,0.3333333333333333,78,118,-0.58,30.7,34.0,179.1,188.2,288.4,203.3,6.02,6.81,0.348,0.399,0.884,0.889
Illinois,Big Ten,2019,0,0.46153846153846156,115,77,0.77,26.7,26.2,195.5,144.2,212.9,185.3,5.0,5.6,0.354,0.372,0.853,0.83
Indiana,Big Ten,2019,0,0.6153846153846154,41,36,0.15,31.8,24.4,138.5,130.4,213.7,302.4,5.99,5.37,0.469,0.352,0.855,0.895
Iowa,Big Ten,2019,1,0.7692307692307693,99,12,0.69,25.8,14.0,112.5,137.6,195.7,228.9,5.52,4.8,0.407,0.379,0.952,0.793
Iowa St.,Big 12,2019,0,0.5384615384615384,27,45,-0.23,32.2,25.9,139.5,133.0,229.8,311.3,6.45,5.36,0.381,0.414,0.943,0.892
Kansas,Big 12,2019,0,0.25,90,122,-1.0,23.5,36.1,225.7,145.8,249.5,231.5,5.86,6.15,0.392,0.523,0.882,0.869
Kansas St.,Big 12,2019,0,0.6153846153846154,103,44,0.08,29.6,21.4,165.5,178.0,202.9,180.9,5.55,6.17,0.431,0.28,0.962,0.971
Kent St.,MAC,2019,0,0.5384615384615384,66,121,0.46,29.2,31.8,244.7,186.7,228.8,218.9,5.83,6.32,0.439,0.454,0.896,0.867
Kentucky,SEC,2019,0,0.6153846153846154,76,21,-0.08,27.2,19.3,156.8,278.8,167.8,113.7,6.15,5.3,0.389,0.392,0.8,0.788
La.-Monroe,Sun Belt,2019,0,0.4166666666666667,17,128,0.0,31.6,38.7,252.7,207.3,230.8,253.7,6.37,6.71,0.4,0.424,0.804,0.872
Liberty,FBS Independent,2019,0,0.6153846153846154,32,80,0.15,32.8,28.1,189.7,150.5,219.5,288.9,6.44,5.74,0.407,0.423,0.839,0.808
Louisiana,Sun Belt,2019,1,0.7857142857142857,8,47,0.36,37.9,19.7,174.1,257.4,197.7,236.7,7.01,5.45,0.476,0.362,0.871,0.721
Louisiana Tech,C-USA,2019,1,0.7692307692307693,35,53,0.54,32.5,21.8,137.2,168.4,240.5,268.5,6.09,5.22,0.414,0.349,0.878,0.647
Louisville,ACC,2019,0,0.6153846153846154,24,102,-0.08,33.1,33.4,205.8,212.8,234.2,234.5,6.68,6.33,0.431,0.379,0.818,0.843
LSU,SEC,2019,1,1.0,1,31,0.67,48.4,21.9,120.8,166.8,222.7,401.6,7.89,5.11,0.497,0.296,0.96,0.775
Marshall,C-USA,2019,0,0.6153846153846154,73,57,-0.15,25.8,25.0,148.0,193.4,231.6,200.4,5.77,5.54,0.385,0.391,0.786,0.787
Maryland,Big Ten,2019,0,0.25,109,109,-0.42,25.3,34.7,177.9,169.4,271.3,174.0,5.37,5.95,0.321,0.433,0.657,0.848
Massachusetts,FBS Independent,2019,0,0.08333333333333333,126,130,0.08,19.8,52.7,299.1,124.6,262.1,168.5,4.28,7.77,0.346,0.514,0.765,0.884
Memphis,AAC,2019,1,0.8571428571428571,10,61,-0.07,40.4,26.4,187.6,186.7,195.9,298.4,6.85,5.37,0.461,0.395,0.82,0.92
Miami,FL,2019,0,0.46153846153846156,98,13,0.23,25.7,20.2,114.6,118.1,195.2,249.2,5.66,4.74,0.272,0.371,0.722,0.806
Miami,OH,2019,0,0.5714285714285714,122,60,0.14,24.1,28.1,172.7,130.9,209.2,178.2,4.97,5.27,0.333,0.404,0.87,0.824
Michigan,Big Ten,2019,0,0.6923076923076923,68,11,0.0,31.7,20.7,121.7,150.7,185.5,250.8,5.77,4.72,0.391,0.324,0.814,0.794
Michigan St.,Big Ten,2019,0,0.5384615384615384,95,18,-0.15,22.4,22.5,113.8,127.2,207.8,244.8,5.19,4.96,0.365,0.348,0.759,0.763
Middle Tenn.,C-USA,2019,0,0.3333333333333333,59,114,0.25,26.3,29.9,194.0,171.9,265.3,236.4,6.36,6.21,0.351,0.436,0.895,0.755
Minnesota,Big Ten,2019,1,0.8461538461538461,42,10,0.31,34.1,22.5,122.4,178.7,184.2,253.3,6.36,5.06,0.484,0.376,0.898,0.914
Mississippi St.,SEC,2019,0,0.46153846153846156,70,73,0.08,27.6,28.8,152.4,220.6,246.8,179.5,6.16,6.3,0.389,0.387,0.864,0.792
Missouri,SEC,2019,0,0.5,93,14,0.08,25.3,19.4,132.8,151.7,179.3,222.6,5.27,4.86,0.365,0.331,0.739,0.806
Navy,AAC,2019,1,0.8461538461538461,19,16,0.46,37.2,22.3,105.8,360.5,208.3,95.2,6.76,5.26,0.462,0.327,0.959,0.789
NC State,ACC,2019,0,0.3333333333333333,88,72,-1.08,22.1,30.1,143.4,151.2,255.5,229.1,5.18,5.59,0.355,0.41,0.833,0.875
Nebraska,Big Ten,2019,0,0.4166666666666667,55,64,0.0,28.0,27.8,188.1,203.3,200.8,212.6,5.76,5.61,0.412,0.401,0.745,0.909
Nevada,Mountain West,2019,0,0.5384615384615384,101,75,-0.38,21.3,31.9,149.2,115.6,250.8,249.7,5.02,6.07,0.371,0.351,0.787,0.848
New Mexico,Mountain West,2019,0,0.16666666666666666,69,129,-1.25,22.3,37.2,164.3,205.3,321.4,195.0,5.77,6.71,0.367,0.422,0.763,0.833
New Mexico St.,FBS Independent,2019,0,0.16666666666666666,102,126,-1.25,21.7,41.0,259.2,143.5,220.8,217.6,5.21,6.58,0.322,0.451,0.7,0.907
North Carolina,ACC,2019,0,0.5384615384615384,12,49,0.62,33.1,23.7,143.5,188.2,229.6,285.8,6.43,5.43,0.414,0.372,0.891,0.818
North Texas,C-USA,2019,0,0.3333333333333333,54,81,-0.5,30.6,32.5,188.6,135.3,222.3,283.3,5.91,5.73,0.37,0.418,0.83,0.932
Northern Ill.,MAC,2019,0,0.4166666666666667,104,63,-0.5,22.8,28.2,177.9,141.1,208.6,217.6,5.22,6.08,0.322,0.34,0.903,0.813
Northwestern,Big Ten,2019,0,0.25,124,25,-0.83,16.3,23.6,136.9,180.1,198.8,117.0,4.23,5.06,0.358,0.406,0.774,0.833
Notre Dame,FBS Independent,2019,1,0.8461538461538461,43,18,1.31,36.8,17.9,153.1,179.2,168.5,252.2,6.33,4.68,0.402,0.323,0.927,0.967
Ohio,MAC,2019,0,0.5384615384615384,29,76,-0.31,34.3,26.5,166.3,221.8,237.4,220.5,6.68,5.95,0.494,0.395,0.898,0.822
Ohio St.,Big Ten,2019,1,0.9285714285714286,4,1,0.64,46.9,13.7,103.7,266.8,156.0,263.1,6.94,4.13,0.552,0.291,0.893,0.655
Oklahoma,Big 12,2019,1,0.8571428571428571,3,38,-0.57,42.1,27.3,134.1,240.2,222.4,297.4,7.96,5.63,0.497,0.322,0.918,0.938
Oklahoma St.,Big 12,2019,0,0.6153846153846154,21,82,-0.08,32.5,26.8,158.5,229.6,253.8,224.3,6.39,5.79,0.389,0.393,0.911,0.867
Old Dominion,C-USA,2019,0,0.08333333333333333,128,46,-0.08,16.3,29.8,147.6,97.3,223.5,176.4,4.06,5.66,0.311,0.394,0.711,0.863
Ole Miss,SEC,2019,0,0.3333333333333333,26,85,0.08,26.6,26.5,138.5,251.3,278.3,194.0,6.0,5.82,0.368,0.399,0.868,0.868
Oregon,Pac-12,2019,1,0.8571428571428571,40,22,1.14,35.4,16.5,108.9,174.9,220.1,258.2,6.34,4.73,0.418,0.332,0.778,0.769
Oregon St.,Pac-12,2019,0,0.4166666666666667,58,108,0.83,31.2,32.5,169.5,156.7,276.2,255.1,5.95,6.05,0.423,0.444,0.923,0.784
Penn St.,Big Ten,2019,1,0.8461538461538461,57,34,0.62,35.8,16.0,95.0,190.6,251.5,221.3,6.05,4.82,0.424,0.36,0.904,0.818
Pittsburgh,ACC,2019,0,0.6153846153846154,87,15,-0.62,21.2,22.5,108.5,118.8,204.5,261.7,5.18,4.5,0.398,0.333,0.789,0.804
Purdue,Big Ten,2019,0,0.3333333333333333,75,100,-0.67,25.8,30.6,192.5,83.3,243.8,309.9,5.47,6.02,0.408,0.406,0.951,0.809
Rice,C-USA,2019,0,0.25,125,58,-0.42,17.9,25.9,138.3,128.2,241.9,166.0,4.69,5.97,0.382,0.455,0.778,0.853
Rutgers,Big Ten,2019,0,0.16666666666666666,129,98,-1.08,13.3,36.7,201.1,133.8,232.5,139.3,4.46,6.22,0.345,0.442,0.731,0.827
San Diego St.,Mountain West,2019,1,0.7692307692307693,110,5,1.46,21.2,12.7,75.4,140.5,212.4,202.6,4.78,4.65,0.382,0.341,0.773,0.75
San Jose St.,Mountain West,2019,0,0.4166666666666667,50,106,0.83,30.1,31.9,232.1,89.4,211.7,338.0,6.37,5.8,0.409,0.472,0.839,0.82
SMU,AAC,2019,1,0.7692307692307693,9,107,0.31,41.8,33.4,156.4,180.8,288.6,309.0,6.14,5.76,0.439,0.376,0.764,0.854
South Alabama,Sun Belt,2019,0,0.16666666666666666,113,79,-0.5,18.4,30.7,192.2,171.4,216.6,158.8,5.01,5.77,0.305,0.413,0.722,0.887
South Carolina,SEC,2019,0,0.3333333333333333,96,66,0.25,22.4,26.1,158.0,149.7,235.3,222.3,5.18,5.53,0.321,0.383,0.765,0.811
South Fla.,AAC,2019,0,0.3333333333333333,112,71,0.42,20.8,28.9,208.6,161.3,189.5,169.6,5.14,5.39,0.39,0.463,0.795,0.674
Southern California,Pac-12,2019,0,0.6153846153846154,20,78,-0.77,32.5,29.4,162.5,119.6,246.2,335.8,6.52,5.73,0.456,0.407,0.836,0.857
Southern Miss.,C-USA,2019,0,0.5384615384615384,63,37,-0.85,26.6,26.2,115.8,117.5,236.7,289.5,6.07,5.71,0.386,0.311,0.833,0.811
Stanford,Pac-12,2019,0,0.3333333333333333,97,93,-0.08,21.7,29.8,150.8,105.5,279.5,262.4,5.59,6.3,0.392,0.452,0.882,0.854
Syracuse,ACC,2019,0,0.4166666666666667,71,115,0.75,28.3,30.7,201.6,154.0,262.5,240.6,5.21,6.07,0.38,0.427,0.761,0.81
TCU,Big 12,2019,0,0.4166666666666667,62,27,0.0,30.3,26.4,137.3,204.0,199.7,203.7,5.41,5.26,0.47,0.349,0.943,0.9
Temple,AAC,2019,0,0.6153846153846154,77,54,0.0,26.3,25.9,158.9,137.2,218.9,254.8,5.36,4.93,0.378,0.379,0.74,0.7
Tennessee,SEC,2019,0,0.6153846153846154,100,23,-0.08,24.2,21.7,140.5,144.2,194.0,221.4,5.79,5.01,0.432,0.393,0.787,0.822
Texas,Big 12,2019,0,0.6153846153846154,14,97,0.38,35.2,27.5,138.9,176.5,292.5,289.3,6.37,6.11,0.489,0.391,0.92,0.882
Texas A&M,SEC,2019,0,0.6153846153846154,72,29,-0.46,29.5,22.5,130.7,159.1,209.5,235.4,5.82,5.25,0.4,0.316,0.879,0.838
Texas St.,Sun Belt,2019,0,0.25,121,86,-0.75,18.4,32.6,217.8,76.8,199.3,241.1,4.97,5.72,0.341,0.462,0.759,0.789
Texas Tech,Big 12,2019,0,0.3333333333333333,11,127,0.33,30.5,30.3,172.5,149.6,307.8,324.7,6.09,6.59,0.382,0.417,0.882,0.854
Toledo,MAC,2019,0,0.5,36,123,-0.67,27.3,32.2,218.4,224.5,257.3,209.6,6.09,6.62,0.38,0.42,0.771,0.848
Troy,Sun Belt,2019,0,0.4166666666666667,18,99,-0.17,33.8,34.8,157.8,143.1,276.3,313.2,6.13,6.2,0.469,0.463,0.891,0.848
Tulane,AAC,2019,0,0.5384615384615384,22,51,-0.15,33.1,26.3,156.3,243.2,220.7,206.1,6.16,5.49,0.389,0.39,0.898,0.816
Tulsa,AAC,2019,0,0.3333333333333333,53,70,-0.08,26.4,31.3,185.1,138.3,209.7,281.3,5.32,5.67,0.429,0.341,0.816,0.767
UAB,C-USA,2019,0,0.6428571428571429,105,8,-0.57,23.1,21.6,118.2,150.8,183.6,201.1,5.5,4.71,0.313,0.283,0.818,0.826
UCF,AAC,2019,1,0.7692307692307693,2,32,0.46,43.4,23.0,146.6,223.8,199.5,316.7,6.92,4.57,0.405,0.293,0.789,0.837
UCLA,Pac-12,2019,0,0.3333333333333333,65,113,-0.67,26.7,34.8,145.5,150.2,310.8,255.5,5.31,6.71,0.421,0.442,0.776,0.848
UConn,AAC,2019,0,0.16666666666666666,108,116,-0.67,18.9,40.5,223.6,128.7,243.3,216.0,5.11,7.0,0.294,0.5,0.771,0.925
UNLV,Mountain West,2019,0,0.3333333333333333,92,105,-0.33,24.2,33.0,186.2,168.2,256.2,206.2,5.41,6.26,0.286,0.39,0.879,0.808
Utah,Pac-12,2019,1,0.7857142857142857,48,2,0.64,32.3,15.0,81.8,201.4,187.4,227.6,6.59,4.64,0.463,0.301,0.855,0.742
Utah St.,Mountain West,2019,0,0.5384615384615384,44,103,-0.15,29.2,30.7,201.9,152.2,238.6,279.1,5.81,5.64,0.426,0.463,0.735,0.862
UTEP,C-USA,2019,0,0.08333333333333333,116,95,-0.33,19.6,35.9,201.3,138.2,229.6,191.0,5.14,6.76,0.352,0.523,0.842,0.907
UTSA,C-USA,2019,0,0.3333333333333333,107,92,-0.5,20.3,33.9,198.3,162.5,230.8,182.4,5.05,6.52,0.363,0.379,0.824,0.885
Vanderbilt,SEC,2019,0,0.25,123,101,-0.17,16.5,31.8,208.8,127.3,227.8,172.0,4.83,6.57,0.295,0.391,0.714,0.804
Virginia,ACC,2019,0,0.6428571428571429,81,48,-0.21,32.1,27.1,138.1,121.2,233.7,267.7,5.66,5.75,0.453,0.36,0.87,0.841
Virginia Tech,ACC,2019,0,0.6153846153846154,86,42,-0.31,30.8,24.7,139.3,176.1,224.0,209.1,5.67,5.26,0.385,0.371,0.945,0.738
Wake Forest,ACC,2019,0,0.6153846153846154,15,84,0.62,31.8,29.1,163.7,175.7,252.8,288.3,5.72,5.78,0.472,0.318,0.877,0.843
